Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	16	17.77777777777778	0.016633586456779176	AEBP2, KLF7, CAMTA2, FOSL2, STAT5A, CREB5, AFF1, SPEN, FOXP4, CITED2, ZFP568, MED15, HIPK2, NFAT5, IRF2, SERTAD2	77	1488	13588	1.8975003491132525	0.9999880987976102	0.5551060615752519	22.257877086783385
GOTERM_BP_FAT	GO:0032012~regulation of ARF protein signal transduction	3	3.3333333333333335	0.019058110351179915	SMAP2, PSD4, IQSEC2	77	38	13588	13.931647300068352	0.999997756852477	0.5798633943111676	25.085803399223018
GOTERM_BP_FAT	GO:0043388~positive regulation of DNA binding	3	3.3333333333333335	0.02300939194508748	HIPK2, BRD4, IKBKB	77	42	13588	12.604823747680891	0.9999998534780017	0.6260023037314935	29.489645419783315
GOTERM_BP_FAT	GO:0001816~cytokine production	3	3.3333333333333335	0.024045607886061592	NFAT5, PTAFR, IFNAR1	77	43	13588	12.311688311688311	0.9999999284915336	0.6201010562095903	30.603875535969426
GOTERM_BP_FAT	GO:0051099~positive regulation of binding	3	3.3333333333333335	0.026174429830221148	HIPK2, BRD4, IKBKB	77	45	13588	11.764502164502163	0.9999999836591928	0.6306789313444031	32.84160235223468
GOTERM_BP_FAT	GO:0030511~positive regulation of transforming growth factor beta receptor signaling pathway	2	2.2222222222222223	0.03850968911864205	HIPK2, CITED2	77	7	13588	50.419294990723564	0.9999999999970436	0.752714912945204	44.53742468785193
GOTERM_BP_FAT	GO:0051056~regulation of small GTPase mediated signal transduction	5	5.555555555555555	0.03879510228909168	SMAP2, PLEKHG2, SIPA1L1, PSD4, IQSEC2	77	228	13588	3.8699020277967637	0.9999999999975812	0.7374693848299205	44.78403556138421
GOTERM_BP_FAT	GO:0006357~regulation of transcription from RNA polymerase II promoter	8	8.88888888888889	0.0562626396392398	CAMTA2, MED15, STAT5A, HIPK2, NFAT5, SPEN, FOXP4, CITED2	77	616	13588	2.2917861359419804	1.0	0.8449590283313203	58.07132268712971
GOTERM_BP_FAT	GO:0045926~negative regulation of growth	3	3.3333333333333335	0.05990098932044204	PTCH1, DCUN1D3, SERTAD2	77	71	13588	7.456374611304188	1.0	0.8501358491558302	60.43321207075646
GOTERM_BP_FAT	GO:0051101~regulation of DNA binding	3	3.3333333333333335	0.06442147430228594	HIPK2, BRD4, IKBKB	77	74	13588	7.154089154089154	1.0	0.85874277302945	63.19479677326936
GOTERM_BP_FAT	GO:0006468~protein amino acid phosphorylation	8	8.88888888888889	0.06629869171715846	PLK2, BRAF, STAT5A, HIPK2, CDK6, BRD4, IKBKB, D8ERTD82E	77	640	13588	2.2058441558441557	1.0	0.8551702615078628	64.28783535177506
GOTERM_BP_FAT	GO:0002009~morphogenesis of an epithelium	4	4.444444444444445	0.07274158707461159	CD44, STAT5A, CASP8, PTCH1	77	173	13588	4.080174161099017	1.0	0.8702494659091475	67.8132014545914
GOTERM_BP_FAT	GO:0022612~gland morphogenesis	3	3.3333333333333335	0.0802674523559966	CD44, STAT5A, PTCH1	77	84	13588	6.3024118738404455	1.0	0.8864465204338655	71.51912380393246
GOTERM_BP_FAT	GO:0046578~regulation of Ras protein signal transduction	4	4.444444444444445	0.08082910308116245	SMAP2, PLEKHG2, PSD4, IQSEC2	77	181	13588	3.8998349716581764	1.0	0.8787865159667044	71.77907223187476
GOTERM_BP_FAT	GO:0006916~anti-apoptosis	3	3.3333333333333335	0.08691318832692796	STAMBP, STAT5A, CITED2	77	88	13588	6.015938606847698	1.0	0.8886606843454	74.4565829389063
GOTERM_BP_FAT	GO:0051098~regulation of binding	3	3.3333333333333335	0.09029656861988451	HIPK2, BRD4, IKBKB	77	90	13588	5.882251082251082	1.0	0.8898610500768365	75.84099622510334
GOTERM_BP_FAT	GO:0048732~gland development	4	4.444444444444445	0.09811025624894294	CD44, STAT5A, PTCH1, CITED2	77	197	13588	3.5830971059397454	1.0	0.9023982288119375	78.77512668894006
GOTERM_BP_FAT	GO:0048514~blood vessel morphogenesis	4	4.444444444444445	0.09923700854501348	ITGAV, CASP8, NAA15, CITED2	77	198	13588	3.565000655909747	1.0	0.8976196009674399	79.16968322737033
