Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0002684~positive regulation of immune system process	26	5.048543689320388	3.143833570444909E-10	ITGAL, ADORA2B, C3, IL18, NFKBIA, IL15, PNP, NOD2, MYD88, TAP2, ICOSL, IL6, IKZF1, CFB, MALT1, CD40, H2-Q6, H2-Q7, FCGR1, H2-Q8, CD38, CD83, BCL2A1D, CDKN1A, CD55, IL12A, RIPK2, IL12B	368	206	13588	4.660299704516674	6.693220521158949E-7	6.084747783408062E-8	5.444705797330585E-7
GOTERM_BP_FAT	GO:0050670~regulation of lymphocyte proliferation	17	3.300970873786408	3.237580019848793E-10	ITGAL, ICOSL, IL27, IL18, TNFRSF14, IL15, CD40, PNP, IL10, CD38, CDKN1A, MYD88, FCGR2B, CD274, IL12A, RIPK2, IL12B	368	80	13588	7.846331521739129	6.892805879399333E-7	5.7440067147140894E-8	5.607061703827299E-7
GOTERM_BP_FAT	GO:0032944~regulation of mononuclear cell proliferation	17	3.300970873786408	3.237580019848793E-10	ITGAL, ICOSL, IL27, IL18, TNFRSF14, IL15, CD40, PNP, IL10, CD38, CDKN1A, MYD88, FCGR2B, CD274, IL12A, RIPK2, IL12B	368	80	13588	7.846331521739129	6.892805879399333E-7	5.7440067147140894E-8	5.607061703827299E-7
GOTERM_BP_FAT	GO:0070663~regulation of leukocyte proliferation	17	3.300970873786408	4.771928074055571E-10	ITGAL, ICOSL, IL27, IL18, TNFRSF14, IL15, CD40, PNP, IL10, CD38, CDKN1A, MYD88, FCGR2B, CD274, IL12A, RIPK2, IL12B	368	82	13588	7.654957582184517	1.0159430422485016E-6	7.814950142570609E-8	8.264350426223643E-7
GOTERM_BP_FAT	GO:0051240~positive regulation of multicellular organismal process	23	4.466019417475728	4.838415401814625E-10	CAV1, TNF, ADORA2B, ADORA2A, IL18, CSF1, EDN1, TLR3, CX3CL1, NOD2, MYD88, NOD1, BCL3, IL1B, CASP1, IL1A, IKZF1, CD40, NLRP3, H2-Q6, H2-Q7, H2-Q8, DDX58, CD83, RIPK2	368	163	13588	5.2101226993865035	1.0300980708422003E-6	7.35784688732366E-8	8.379496763133432E-7
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	43	8.349514563106796	5.521857261157664E-10	ITGAL, CAV1, TNF, CCL2, PTGS2, MARCKSL1, ADORA2A, CSF1, IL18, EDN1, PML, NFKBIA, IL15, ZEB1, PNP, SLFN1, IL10, SLFN2, CXCL10, MYD88, PTGES, SERPINE1, NOS2, CALCRL, ICOSL, IL6, IL27, TNFRSF14, CD40, KDR, SOD2, CD38, CDKN1A, NOTCH1, FCGR2B, NUPR1, CCND2, CD274, IL12A, RIPK2, JAK2, IL12B, EIF2AK2	368	538	13588	2.951167771133021	1.1756027531450997E-6	7.837355986417549E-8	9.56312851130292E-7
GOTERM_BP_FAT	GO:0045087~innate immune response	18	3.4951456310679614	3.793724780466485E-9	IFIH1, IRGM1, C3, CFB, IL27, TLR1, SAMHD1, TLR3, MALT1, SP110, FCGR1, DDX58, CD55, NOD2, MYD88, MX1, MX2, DHX58	368	107	13588	6.211499390491671	8.076807451740109E-6	5.04802376899427E-7	6.57023059291717E-6
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	42	8.155339805825243	4.120801726535404E-9	TRAF1, IFIH1, TNF, ADORA2A, IL18, TNFSF15, PML, HSPA1A, HSPA1B, CX3CL1, SP110, PNP, SRC, IL10, GCH1, NOD2, NOD1, CASP4, CASP7, BCL3, FAS, DYRK2, CASP1, PLAGL2, IRAK2, CFLAR, IL6, CEBPB, PIM1, MALT1, NLRP3, BIRC3, FCGR1, SOD2, BFAR, BCL2A1D, CDKN1A, NOTCH1, NUPR1, BCL2A1B, BCL2A1A, RIPK2, IFI204	368	553	13588	2.804347826086956	8.77314835279197E-6	5.160696807671172E-7	7.13668463214745E-6
GOTERM_BP_FAT	GO:0042330~taxis	18	3.4951456310679614	5.0781203737515975E-9	CCL3, CCL2, CXCL3, CXCL2, FPR1, CCL9, CCL8, FPR2, CX3CL1, CXCL11, CCL5, CCL4, CCL7, CCL17, CXCL10, CCL12, CCL22, IL1B	368	109	13588	6.097526924611088	1.0811259850251886E-5	6.006286136228667E-7	8.794634143161062E-6
GOTERM_BP_FAT	GO:0006935~chemotaxis	18	3.4951456310679614	5.0781203737515975E-9	CCL3, CCL2, CXCL3, CXCL2, FPR1, CCL9, CCL8, FPR2, CX3CL1, CXCL11, CCL5, CCL4, CCL7, CCL17, CXCL10, CCL12, CCL22, IL1B	368	109	13588	6.097526924611088	1.0811259850251886E-5	6.006286136228667E-7	8.794634143161062E-6
GOTERM_BP_FAT	GO:0043067~regulation of programmed cell death	42	8.155339805825243	5.92604387464543E-9	TRAF1, IFIH1, TNF, ADORA2A, IL18, TNFSF15, PML, HSPA1A, HSPA1B, CX3CL1, SP110, PNP, SRC, IL10, GCH1, NOD2, NOD1, CASP4, CASP7, BCL3, FAS, DYRK2, CASP1, PLAGL2, IRAK2, CFLAR, IL6, CEBPB, PIM1, MALT1, NLRP3, BIRC3, FCGR1, SOD2, BFAR, BCL2A1D, CDKN1A, NOTCH1, NUPR1, BCL2A1B, BCL2A1A, RIPK2, IFI204	368	560	13588	2.7692934782608694	1.2616467864989822E-5	6.640285928893874E-7	1.0263125660436856E-5
GOTERM_BP_FAT	GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	16	3.1067961165048543	6.08120404138553E-9	ICAM1, ICOSL, C3, CFB, IL18, NFKB2, FCGR1, CD55, NOD2, IL18BP, MYD88, FCGR2B, IRF7, POU2F2, BCL3, FAS	368	84	13588	7.033126293995859	1.294679974883639E-5	6.473439684295812E-7	1.0531842664640578E-5
GOTERM_BP_FAT	GO:0002250~adaptive immune response	16	3.1067961165048543	6.08120404138553E-9	ICAM1, ICOSL, C3, CFB, IL18, NFKB2, FCGR1, CD55, NOD2, IL18BP, MYD88, FCGR2B, IRF7, POU2F2, BCL3, FAS	368	84	13588	7.033126293995859	1.294679974883639E-5	6.473439684295812E-7	1.0531842664640578E-5
GOTERM_BP_FAT	GO:0010941~regulation of cell death	42	8.155339805825243	6.942933420282005E-9	TRAF1, IFIH1, TNF, ADORA2A, IL18, TNFSF15, PML, HSPA1A, HSPA1B, CX3CL1, SP110, PNP, SRC, IL10, GCH1, NOD2, NOD1, CASP4, CASP7, BCL3, FAS, DYRK2, CASP1, PLAGL2, IRAK2, CFLAR, IL6, CEBPB, PIM1, MALT1, NLRP3, BIRC3, FCGR1, SOD2, BFAR, BCL2A1D, CDKN1A, NOTCH1, NUPR1, BCL2A1B, BCL2A1A, RIPK2, IFI204	368	563	13588	2.7545370298864773	1.4781396121210655E-5	7.038809601844775E-7	1.2024244055997002E-5
GOTERM_BP_FAT	GO:0002696~positive regulation of leukocyte activation	17	3.300970873786408	8.508889435504865E-9	ITGAL, IL6, ICOSL, ADORA2B, IKZF1, IL18, MALT1, IL15, CD40, PNP, CD38, CD83, CDKN1A, MYD88, IL12A, RIPK2, IL12B	368	99	13588	6.340469916556873	1.811526170070188E-5	8.234281057006854E-7	1.4736272957449614E-5
GOTERM_BP_FAT	GO:0050867~positive regulation of cell activation	17	3.300970873786408	1.1458902738377331E-8	ITGAL, IL6, ICOSL, ADORA2B, IKZF1, IL18, MALT1, IL15, CD40, PNP, CD38, CD83, CDKN1A, MYD88, IL12A, RIPK2, IL12B	368	101	13588	6.214916056823073	2.439570644119371E-5	1.0606952645098033E-6	1.984530584309141E-5
GOTERM_BP_FAT	GO:0008219~cell death	39	7.572815533980583	1.1867029628565375E-8	TRAF1, TNF, GGCT, TNFSF15, PML, NFKB1, RFFL, SP110, DAXX, TNFRSF1B, NOD1, CASP4, CASP7, ZC3H12A, FGL2, FAS, XAF1, DYRK2, CASP1, SRGN, IRAK2, CFLAR, IL6, TNFRSF14, MALT1, NLRP3, BIRC3, SOD2, BFAR, TNFSF10, BCL2A1A, CSRNP1, RIPK2, JAK2, TNFAIP3, EIF2AK2, GADD45B, PPP1R15A, DRAM1	368	507	13588	2.8403010033444813	2.5264586973272607E-5	1.052703867965299E-6	2.0552127599771097E-5
GOTERM_BP_FAT	GO:0006915~apoptosis	37	7.184466019417475	1.2795249542640548E-8	TRAF1, TNF, GGCT, TNFSF15, PML, NFKB1, RFFL, SP110, DAXX, NOD1, CASP4, CASP7, ZC3H12A, FAS, XAF1, DYRK2, CASP1, SRGN, IRAK2, CFLAR, IL6, TNFRSF14, MALT1, NLRP3, BIRC3, SOD2, BFAR, TNFSF10, BCL2A1A, CSRNP1, RIPK2, JAK2, TNFAIP3, EIF2AK2, GADD45B, DRAM1, PPP1R15A	368	465	13588	2.9380317905563347	2.724071538129369E-5	1.0896428629392219E-6	2.2159681756228622E-5
GOTERM_BP_FAT	GO:0012501~programmed cell death	37	7.184466019417475	1.993900201815663E-8	TRAF1, TNF, GGCT, TNFSF15, PML, NFKB1, RFFL, SP110, DAXX, NOD1, CASP4, CASP7, ZC3H12A, FAS, XAF1, DYRK2, CASP1, SRGN, IRAK2, CFLAR, IL6, TNFRSF14, MALT1, NLRP3, BIRC3, SOD2, BFAR, TNFSF10, BCL2A1A, CSRNP1, RIPK2, JAK2, TNFAIP3, EIF2AK2, GADD45B, DRAM1, PPP1R15A	368	473	13588	2.8883399209486167	4.244923469765016E-5	1.6326961937984663E-6	3.453171525391596E-5
GOTERM_BP_FAT	GO:0016265~death	39	7.572815533980583	2.2318323407335552E-8	TRAF1, TNF, GGCT, TNFSF15, PML, NFKB1, RFFL, SP110, DAXX, TNFRSF1B, NOD1, CASP4, CASP7, ZC3H12A, FGL2, FAS, XAF1, DYRK2, CASP1, SRGN, IRAK2, CFLAR, IL6, TNFRSF14, MALT1, NLRP3, BIRC3, SOD2, BFAR, TNFSF10, BCL2A1A, CSRNP1, RIPK2, JAK2, TNFAIP3, EIF2AK2, GADD45B, PPP1R15A, DRAM1	368	519	13588	2.7746293038451872	4.7514582219965185E-5	1.7598396023776885E-6	3.865238459299647E-5
GOTERM_BP_FAT	GO:0051251~positive regulation of lymphocyte activation	16	3.1067961165048543	2.985875278374036E-8	ITGAL, IL6, ICOSL, IKZF1, IL18, MALT1, IL15, CD40, PNP, CD38, CD83, CDKN1A, MYD88, IL12A, RIPK2, IL12B	368	94	13588	6.284921369102682	6.356726518363942E-5	2.270329053755127E-6	5.171140791127016E-5
GOTERM_BP_FAT	GO:0050863~regulation of T cell activation	17	3.300970873786408	3.070667824685659E-8	ITGAL, IL6, ICOSL, IKZF1, ADORA2A, IL27, IL18, MALT1, TNFRSF14, ZEB1, IL15, PNP, CD83, CD274, IL12A, RIPK2, IL12B	368	108	13588	5.812097423510467	6.53723820245311E-5	2.254291213921178E-6	5.317990210418344E-5
GOTERM_BP_FAT	GO:0002252~immune effector process	18	3.4951456310679614	4.729938626069459E-8	ICAM1, ICOSL, C3, CFB, SAMHD1, RSAD2, NLRP3, H2-Q6, H2-Q7, FCGR1, H2-Q8, CD55, NOD2, MYD88, FCGR2B, IRF7, POU2F2, BCL3, FAS, PTX3	368	126	13588	5.274844720496895	1.0069532569223494E-4	3.356674226573375E-6	8.191626512665806E-5
GOTERM_BP_FAT	GO:0050671~positive regulation of lymphocyte proliferation	12	2.3300970873786406	6.979187276868201E-8	ITGAL, CD38, CDKN1A, ICOSL, MYD88, IL18, IL12A, RIPK2, IL12B, IL15, CD40, PNP	368	50	13588	8.861739130434783	1.485758637306267E-4	4.793114390944098E-6	1.2087024691131987E-4
GOTERM_BP_FAT	GO:0032946~positive regulation of mononuclear cell proliferation	12	2.3300970873786406	6.979187276868201E-8	ITGAL, CD38, CDKN1A, ICOSL, MYD88, IL18, IL12A, RIPK2, IL12B, IL15, CD40, PNP	368	50	13588	8.861739130434783	1.485758637306267E-4	4.793114390944098E-6	1.2087024691131987E-4
GOTERM_BP_FAT	GO:0070665~positive regulation of leukocyte proliferation	12	2.3300970873786406	1.0752289418397936E-7	ITGAL, CD38, CDKN1A, ICOSL, MYD88, IL18, IL12A, RIPK2, IL12B, IL15, CD40, PNP	368	52	13588	8.520903010033445	2.2889005461268486E-4	7.153607348375779E-6	1.862153035214753E-4
GOTERM_BP_FAT	GO:0032675~regulation of interleukin-6 production	10	1.9417475728155338	1.1229303339124568E-7	NOD2, TNF, MYD88, CEBPB, NOD1, ADORA2B, TLR1, RIPK2, TLR3, IL1B	368	32	13588	11.538722826086955	2.390433061849606E-4	7.244576230358568E-6	1.9447654060478214E-4
GOTERM_BP_FAT	GO:0048584~positive regulation of response to stimulus	21	4.077669902912621	1.4893093940255396E-7	TNF, ADORA2B, C3, CFB, NFKBIA, TLR3, MALT1, IL15, H2-Q6, FCGR1, PNP, H2-Q7, H2-Q8, SRC, BCL2A1D, CD55, NOD2, NOD1, MYD88, TAP2, RIPK2, IL1B, JAK2	368	186	13588	4.16882889200561	3.1702373085962243E-4	9.325662207126939E-6	2.579284247072877E-4
GOTERM_BP_FAT	GO:0032642~regulation of chemokine production	7	1.3592233009708738	1.535834643674958E-7	NOD2, IL6, MYD88, ADORA2B, RIPK2, TLR3, IL1B	368	11	13588	23.49703557312253	3.269257689175742E-4	9.34221981252481E-6	2.6598596435389865E-4
GOTERM_BP_FAT	GO:0032755~positive regulation of interleukin-6 production	8	1.5533980582524272	2.4382115416015125E-7	NOD2, TNF, MYD88, NOD1, ADORA2B, RIPK2, TLR3, IL1B	368	18	13588	16.41062801932367	5.189605938243913E-4	1.4419209944382949E-5	4.222652309926467E-4
GOTERM_BP_FAT	GO:0002697~regulation of immune effector process	14	2.7184466019417477	6.335986043156326E-7	TNF, TNFSF4, ADORA2B, C3, CD40, IL15, H2-Q6, PNP, H2-Q7, FCGR1, H2-Q8, DDX58, NOD2, FCGR2B, TAP2, CLEC2D	368	88	13588	5.874258893280633	0.0013480224563999776	3.6456953159458294E-5	0.0010973035176942147
GOTERM_BP_FAT	GO:0002449~lymphocyte mediated immunity	13	2.524271844660194	8.237410160976387E-7	ICAM1, ICOSL, CD55, NOD2, MYD88, FCGR2B, C3, CFB, IRF7, POU2F2, BCL3, FAS, FCGR1	368	76	13588	6.315932494279176	0.0017522084327324938	4.6150128353183995E-5	0.0014266011731156603
GOTERM_BP_FAT	GO:0001775~cell activation	23	4.466019417475728	8.974650735920577E-7	ITGAL, SBNO2, ICOSL, TNF, IKZF1, ADORA2A, TLR1, MALT1, CD40, NFKB2, IL15, SLAMF1, BCL2A1D, CD86, FCGR2B, SLC7A2, POU2F2, IRF1, RIPK2, BCL3, IL12B, FAS, LCP2	368	246	13588	3.452235772357723	0.0019088797662245582	4.899121012402752E-5	0.0015542797210277293
GOTERM_BP_FAT	GO:0019724~B cell mediated immunity	12	2.3300970873786406	1.1633611641064734E-6	ICOSL, CD55, NOD2, MYD88, FCGR2B, C3, CFB, IRF7, POU2F2, BCL3, FAS, FCGR1	368	65	13588	6.816722408026756	0.0024737326271920823	6.191801697563726E-5	0.002014768926206223
GOTERM_BP_FAT	GO:0009617~response to bacterium	18	3.4951456310679614	1.1704219311063222E-6	TNF, HCK, TLR1, NFKBIA, MALT1, SP110, STAT1, FCGR1, IL10, NOD2, MYD88, NOD1, TAP2, IL1B, RIPK2, BCL3, NOS2, IRG1	368	157	13588	4.233314871226807	0.0024887277190295265	6.077448851371514E-5	0.002026997010395881
GOTERM_BP_FAT	GO:0043068~positive regulation of programmed cell death	23	4.466019417475728	1.1772669247666377E-6	CEBPB, TNF, ADORA2A, IL18, PML, SP110, FCGR1, IL10, SRC, GCH1, NOTCH1, CDKN1A, NOD1, CASP4, NUPR1, CASP7, RIPK2, BCL3, FAS, DYRK2, CASP1, PLAGL2, IFI204	368	250	13588	3.397	0.0025032643532791887	5.9674475552662365E-5	0.002038851409102982
GOTERM_BP_FAT	GO:0010942~positive regulation of cell death	23	4.466019417475728	1.3507908617790012E-6	CEBPB, TNF, ADORA2A, IL18, PML, SP110, FCGR1, IL10, SRC, GCH1, NOTCH1, CDKN1A, NOD1, CASP4, NUPR1, CASP7, RIPK2, BCL3, FAS, DYRK2, CASP1, PLAGL2, IFI204	368	252	13588	3.370039682539683	0.0028717044329346075	6.687766329094291E-5	0.002339365775860802
GOTERM_BP_FAT	GO:0050870~positive regulation of T cell activation	12	2.3300970873786406	1.3626991986981488E-6	ITGAL, CD83, ICOSL, IL6, IKZF1, IL18, IL12A, RIPK2, MALT1, IL12B, IL15, PNP	368	66	13588	6.713438735177866	0.002896984190085883	6.593393014386884E-5	0.002359988987621353
GOTERM_BP_FAT	GO:0019221~cytokine-mediated signaling pathway	11	2.1359223300970873	2.151232491438201E-6	IL6, TNF, MYD88, CCL2, SOCS1, IL1B, IIGP1, JAK2, CX3CL1, STAT1, STAT3	368	56	13588	7.25291149068323	0.004569506790736755	1.0177212976880678E-4	0.0037255854634099528
GOTERM_BP_FAT	GO:0070304~positive regulation of stress-activated protein kinase signaling pathway	7	1.3592233009708738	2.3732045113592084E-6	NOD2, TNF, MYD88, NOD1, RIPK2, TLR3, IL1B	368	16	13588	16.15421195652174	0.005039815696972427	1.098321940908864E-4	0.00410999752511465
GOTERM_BP_FAT	GO:0046330~positive regulation of JNK cascade	7	1.3592233009708738	2.3732045113592084E-6	NOD2, TNF, MYD88, NOD1, RIPK2, TLR3, IL1B	368	16	13588	16.15421195652174	0.005039815696972427	1.098321940908864E-4	0.00410999752511465
GOTERM_BP_FAT	GO:0012502~induction of programmed cell death	18	3.4951456310679614	2.765108401342933E-6	CEBPB, TNF, ADORA2A, IL18, PML, SP110, FCGR1, GCH1, CASP4, NOD1, NUPR1, CASP7, BCL3, FAS, DYRK2, CASP1, PLAGL2, IFI204	368	167	13588	3.979822962770112	0.005869629941600785	1.2524585662510024E-4	0.004788694902546631
GOTERM_BP_FAT	GO:0006917~induction of apoptosis	18	3.4951456310679614	2.765108401342933E-6	CEBPB, TNF, ADORA2A, IL18, PML, SP110, FCGR1, GCH1, CASP4, NOD1, NUPR1, CASP7, BCL3, FAS, DYRK2, CASP1, PLAGL2, IFI204	368	167	13588	3.979822962770112	0.005869629941600785	1.2524585662510024E-4	0.004788694902546631
GOTERM_BP_FAT	GO:0051092~positive regulation of NF-kappaB transcription factor activity	8	1.5533980582524272	3.12733727054139E-6	IRAK2, NOD2, MTDH, TNF, MYD88, RIPK2, TLR3, MALT1	368	25	13588	11.815652173913044	0.006635995347138102	1.3870103554214364E-4	0.0054159973537748485
GOTERM_BP_FAT	GO:0051090~regulation of transcription factor activity	11	2.1359223300970873	3.5319929943110746E-6	IRAK2, NOD2, TNFSF4, MTDH, TNF, MYD88, RIPK2, TLR3, NFKBIA, MALT1, NLRP3	368	59	13588	6.884119380987473	0.0074914247070893	1.534499878869111E-4	0.006116769601904881
GOTERM_BP_FAT	GO:0042129~regulation of T cell proliferation	11	2.1359223300970873	3.5319929943110746E-6	ITGAL, ICOSL, IL18, IL27, CD274, IL12A, RIPK2, TNFRSF14, IL12B, IL15, PNP	368	59	13588	6.884119380987473	0.0074914247070893	1.534499878869111E-4	0.006116769601904881
GOTERM_BP_FAT	GO:0043065~positive regulation of apoptosis	22	4.271844660194175	3.8110471171846453E-6	CEBPB, TNF, ADORA2A, IL18, PML, SP110, FCGR1, IL10, SRC, GCH1, NOTCH1, CASP4, NOD1, NUPR1, CASP7, RIPK2, BCL3, FAS, DYRK2, CASP1, PLAGL2, IFI204	368	248	13588	3.275508415147265	0.008080907272040472	1.6226152964338159E-4	0.00660002557159034
GOTERM_BP_FAT	GO:0042325~regulation of phosphorylation	24	4.660194174757281	3.99954465575235E-6	IRAK2, CAV1, IL6, TNF, ADORA2A, SOCS3, CSF1, TLR1, SOCS1, MET, EDN1, TNFSF15, DGKH, TNFRSF14, LPAR1, TRIB1, NOD2, CDKN1A, DUSP16, IL1B, PDGFRB, JAK2, GADD45B, MAPKBP1	368	290	13588	3.0557721139430285	0.008478897262591767	1.6694778032222413E-4	0.006926457635469951
GOTERM_BP_FAT	GO:0051101~regulation of DNA binding	12	2.3300970873786406	4.3712797683128206E-6	IRAK2, NOD2, TNFSF4, MTDH, TNF, MYD88, RIPK2, TLR3, NFKBIA, JAK2, MALT1, NLRP3	368	74	13588	5.987661574618096	0.009263303756828822	1.7895465815187528E-4	0.007570209836182951
GOTERM_BP_FAT	GO:0002443~leukocyte mediated immunity	13	2.524271844660194	4.597968629758892E-6	ICAM1, ICOSL, CD55, NOD2, MYD88, FCGR2B, C3, CFB, IRF7, POU2F2, BCL3, FAS, FCGR1	368	89	13588	5.393380556912555	0.009741340461148051	1.8468290095052797E-4	0.007962776306236208
GOTERM_BP_FAT	GO:0002237~response to molecule of bacterial origin	10	1.9417475728155338	5.481776908186241E-6	NOD2, MYD88, TAP2, TLR1, RIPK2, IL1B, NFKBIA, MALT1, STAT1, IRG1	368	49	13588	7.5354924578527065	0.01160289616396526	2.1610136943317482E-4	0.009493289760309498
GOTERM_BP_FAT	GO:0016064~immunoglobulin mediated immune response	11	2.1359223300970873	6.527154672962008E-6	ICOSL, CD55, NOD2, MYD88, FCGR2B, C3, CFB, IRF7, POU2F2, BCL3, FCGR1	368	63	13588	6.447032436162871	0.013800248974580542	2.526291320790186E-4	0.011303568740284042
